material_id,batch_id,estimated_weight_kg,species,material_form,former_use,known_treatment_status,surface_condition,record_completeness,requires_inspection,special_handling_flag,initial_recovery_grade,recovery_grade,current_route,resolution_status,output_date
M00170,B005,962.0,Blackbutt,Mixed Salvage,Mixed salvage lot,Known Treatment Recorded,Good,Complete,No,No,Rustic,Rustic,Board Feedstock,Output,2025-02-26
M00171,B005,490.5,Spotted Gum,Board,Dunnage,Surface Coating Recorded,Good,Complete,Yes,No,Rustic,Rustic,Board Feedstock,Output,2025-02-26
M00172,B005,1908.5,Cypress Pine,Post,Fence post,No Treatment Recorded,Good,Complete,No,No,Rustic,Rustic,Board Feedstock,Output,2025-02-26
M00173,B005,892.0,Messmate,Beam,Racking beam,No Treatment Recorded,Poor,Partial,No,No,Rustic,Feedstock,Board Feedstock,Output,2025-02-26
M00174,B005,522.6,Mixed Hardwood,Mixed Salvage,Mixed salvage lot,Known Treatment Recorded,Good,Complete,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-02-26
M00175,B005,121.7,Spotted Gum,Board,Sawn board,No Treatment Recorded,Poor,Complete,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-02-26
M00176,B005,2097.7,Spotted Gum,Beam,Racking beam,Known Treatment Recorded,Fair,Complete,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-02-26
M00177,B005,224.4,Messmate,Mixed Salvage,Assorted recovered timber,Known Treatment Recorded,Good,Complete,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-02-26
M00178,B005,1563.6,Ironbark,Beam,Floor joist,Known Treatment Recorded,Good,Complete,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-02-26
M00179,B005,371.0,Ironbark,Post,Verandah post,No Treatment Recorded,Fair,Critical Information Missing,Yes,Yes,Feedstock,Feedstock,Special Handling,Output,2025-02-26
M00180,B005,1195.0,Blackbutt,Flooring,Floor board,No Treatment Recorded,Severely Degraded,Complete,Yes,No,Feedstock,Feedstock,Residual / Disposal,Output,2025-02-26
M00181,B006,1763.3,Mountain Ash,Beam,Floor joist,No Treatment Recorded,Poor,Critical Information Missing,Yes,No,Premium,Premium,Higher-value Recovery,Output,2025-03-27
M00182,B006,207.7,Messmate,Board,Sawn board,Adhesive / Composite Concern,Fair,Partial,No,No,Premium,Premium,Higher-value Recovery,Output,2025-03-27
M00183,B006,2331.2,Ironbark,Structural Member,Purlin,Known Treatment Recorded,Poor,Partial,Yes,No,Character,Character,Higher-value Recovery,Output,2025-03-27
M00184,B006,330.1,Unknown / Mixed,Board,Dunnage,Unknown,Severely Degraded,Partial,Yes,No,Character,Character,Higher-value Recovery,Output,2025-03-27
M00185,B006,450.7,Spotted Gum,Cladding,Cladding panel,Conflicting Record,Fair,Complete,Yes,No,Character,Character,Higher-value Recovery,Output,2025-03-27
M00186,B006,449.0,Cypress Pine,Post,Structural post,Surface Coating Recorded,Poor,Complete,Yes,Yes,Character,Character,Special Handling,Output,2025-03-27
M00187,B006,1417.0,Spotted Gum,Cladding,Fascia board,Known Treatment Recorded,Poor,Partial,Yes,No,Character,Rustic,Board Feedstock,Output,2025-03-27
M00188,B006,2310.7,Mountain Ash,Structural Member,Purlin,Unknown,Fair,Complete,Yes,No,Rustic,Rustic,Board Feedstock,Output,2025-03-27
M00189,B006,144.3,Oregon,Board,Fence palings,Surface Coating Recorded,Poor,Partial,No,No,Rustic,Rustic,Board Feedstock,Output,2025-03-27
M00190,B006,750.7,Unknown / Mixed,Mixed Salvage,Assorted recovered timber,Unknown,Fair,Partial,Yes,No,Rustic,Rustic,Board Feedstock,Output,2025-03-27
M00191,B006,769.3,Oregon,Mixed Salvage,Mixed salvage lot,Conflicting Record,Fair,Partial,Yes,No,Rustic,Rustic,Board Feedstock,Output,2025-03-27
M00192,B006,1507.0,Radiata Pine,Structural Member,Truss member,Surface Coating Recorded,Poor,Complete,Yes,No,Rustic,Rustic,Board Feedstock,Output,2025-03-27
M00193,B006,1334.6,Radiata Pine,Structural Member,Truss member,Known Treatment Recorded,Poor,Complete,No,No,Rustic,Feedstock,Board Feedstock,Output,2025-03-27
M00194,B006,347.4,Radiata Pine,Board,Formwork board,Unknown,Poor,Partial,No,No,Rustic,Feedstock,Board Feedstock,Output,2025-03-27
M00195,B006,65.5,Radiata Pine,Cladding,Fascia board,Unknown,Good,Critical Information Missing,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-03-27
M00196,B006,759.3,Messmate,Structural Member,Roof rafter,Conflicting Record,Severely Degraded,Complete,Yes,No,Feedstock,Feedstock,Board Feedstock,Output,2025-03-27
M00197,B006,1381.0,Cypress Pine,Structural Member,Roof rafter,Surface Coating Recorded,Poor,Critical Information Missing,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-03-27
M00198,B006,1511.1,Spotted Gum,Beam,Portal frame member,No Treatment Recorded,Fair,Partial,Yes,No,Feedstock,Feedstock,Board Feedstock,Output,2025-03-27
M00199,B006,2036.9,Unknown / Mixed,Beam,Floor joist,Unknown,Poor,Complete,Yes,No,Feedstock,Feedstock,Board Feedstock,Output,2025-03-27
M00200,B006,149.6,Mountain Ash,Cladding,Cladding panel,No Treatment Recorded,Fair,Critical Information Missing,Yes,No,Feedstock,Feedstock,Board Feedstock,Output,2025-03-27
M00201,B006,2375.5,Blackbutt,Beam,Floor joist,Known Treatment Recorded,Poor,Complete,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-03-27
M00202,B006,142.7,Radiata Pine,Cladding,Weatherboard,Unknown,Poor,Complete,Yes,No,Feedstock,Feedstock,Board Feedstock,Output,2025-03-27
M00203,B006,472.4,Unknown / Mixed,Post,Verandah post,No Treatment Recorded,Fair,Partial,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-03-27
M00204,B006,1419.0,Cypress Pine,Board,Fence palings,Unknown,Severely Degraded,Complete,Yes,Yes,Feedstock,Feedstock,Special Handling,Output,2025-03-27
M00205,B006,980.5,Oregon,Post,Verandah post,Known Treatment Recorded,Severely Degraded,Complete,Yes,No,Feedstock,Feedstock,Residual / Disposal,Output,2025-03-27
M00206,B006,1193.5,Oregon,Structural Member,Wall stud,Known Treatment Recorded,Severely Degraded,Partial,Yes,No,Feedstock,Feedstock,Residual / Disposal,Output,2025-03-27
M00207,B007,1319.1,Messmate,Beam,Racking beam,Known Treatment Recorded,Good,Complete,No,No,Premium,Premium,Higher-value Recovery,Output,2025-03-15
M00208,B007,94.9,Oregon,Board,Formwork board,Surface Coating Recorded,Fair,Complete,No,No,Premium,Premium,Higher-value Recovery,Output,2025-03-15
M00209,B007,1024.9,Blackbutt,Beam,Roof beam,Known Treatment Recorded,Good,Complete,No,No,Premium,Premium,Higher-value Recovery,Output,2025-03-15
M00210,B007,1193.4,Ironbark,Beam,Roof beam,Surface Coating Recorded,Fair,Complete,Yes,No,Premium,Premium,Higher-value Recovery,Output,2025-03-15
M00211,B007,424.9,Radiata Pine,Structural Member,Wall stud,Surface Coating Recorded,Good,Partial,Yes,No,Premium,Premium,Higher-value Recovery,Output,2025-03-15
M00212,B007,1410.7,Radiata Pine,Beam,Racking beam,Known Treatment Recorded,Good,Complete,No,No,Premium,Premium,Higher-value Recovery,Output,2025-03-15
M00213,B007,1677.2,Ironbark,Beam,Racking beam,Known Treatment Recorded,Poor,Complete,No,No,Premium,Premium,Higher-value Recovery,Output,2025-03-15
M00214,B007,887.1,Mixed Hardwood,Structural Member,Purlin,No Treatment Recorded,Good,Complete,No,No,Premium,Premium,Higher-value Recovery,Output,2025-03-15
M00215,B007,1045.8,Mountain Ash,Structural Member,Purlin,No Treatment Recorded,Severely Degraded,Complete,Yes,No,Premium,Premium,Higher-value Recovery,Output,2025-03-15
M00216,B007,1067.9,Mixed Hardwood,Post,Verandah post,No Treatment Recorded,Fair,Complete,No,No,Character,Character,Higher-value Recovery,Output,2025-03-15
M00217,B007,2014.9,Sydney Blue Gum,Beam,Racking beam,No Treatment Recorded,Good,Complete,No,No,Character,Character,Higher-value Recovery,Output,2025-03-15
M00218,B007,272.8,Ironbark,Cladding,Weatherboard,Known Treatment Recorded,Fair,Complete,No,No,Character,Character,Higher-value Recovery,Output,2025-03-15
M00219,B007,854.2,Messmate,Mixed Salvage,Mixed salvage lot,Surface Coating Recorded,Good,Complete,No,No,Character,Character,Higher-value Recovery,Output,2025-03-15
M00220,B007,867.6,Spotted Gum,Mixed Salvage,Assorted recovered timber,Unknown,Good,Complete,No,No,Character,Character,Higher-value Recovery,Output,2025-03-15
M00221,B007,374.9,Oregon,Board,Formwork board,Known Treatment Recorded,Good,Complete,No,No,Character,Character,Higher-value Recovery,Output,2025-03-15
M00222,B007,2102.3,Blackbutt,Beam,Roof beam,Surface Coating Recorded,Fair,Complete,Yes,No,Character,Character,Higher-value Recovery,Output,2025-03-15
M00223,B007,105.3,Sydney Blue Gum,Board,Formwork board,Adhesive / Composite Concern,Poor,Complete,No,No,Character,Character,Higher-value Recovery,Output,2025-03-15
M00224,B007,316.0,Messmate,Board,Fence palings,Known Treatment Recorded,Poor,Complete,No,No,Character,Character,Higher-value Recovery,Output,2025-03-15
M00225,B007,1926.1,Messmate,Structural Member,Purlin,No Treatment Recorded,Poor,Partial,No,No,Character,Character,Higher-value Recovery,Output,2025-03-15
M00226,B007,1082.0,Ironbark,Cladding,Cladding panel,Known Treatment Recorded,Good,Critical Information Missing,Yes,Yes,Character,Character,Special Handling,Output,2025-03-15
M00227,B007,1106.0,Unknown / Mixed,Board,Fence palings,No Treatment Recorded,Poor,Partial,No,No,Character,Rustic,Board Feedstock,Output,2025-03-15
M00228,B007,1676.7,Mountain Ash,Structural Member,Truss member,No Treatment Recorded,Good,Complete,No,No,Rustic,Rustic,Board Feedstock,Output,2025-03-15
M00229,B007,235.3,Messmate,Flooring,Floor board,No Treatment Recorded,Poor,Complete,Yes,No,Rustic,Rustic,Board Feedstock,Output,2025-03-15
M00230,B007,1939.4,Cypress Pine,Structural Member,Truss member,Surface Coating Recorded,Fair,Complete,No,No,Rustic,Rustic,Board Feedstock,Output,2025-03-15
M00231,B007,1949.2,Unknown / Mixed,Beam,Floor joist,No Treatment Recorded,Fair,Complete,No,No,Rustic,Rustic,Board Feedstock,Output,2025-03-15
M00232,B007,328.0,Messmate,Board,Sawn board,No Treatment Recorded,Poor,Complete,No,No,Rustic,Rustic,Board Feedstock,Output,2025-03-15
M00233,B007,2044.4,Cypress Pine,Structural Member,Purlin,Known Treatment Recorded,Fair,Complete,No,No,Rustic,Rustic,Board Feedstock,Output,2025-03-15
M00234,B007,1072.5,Sydney Blue Gum,Post,Fence post,No Treatment Recorded,Poor,Complete,No,No,Rustic,Rustic,Board Feedstock,Output,2025-03-15
M00235,B007,90.5,Ironbark,Flooring,Floor board,No Treatment Recorded,Good,Complete,No,No,Rustic,Rustic,Board Feedstock,Output,2025-03-15
M00236,B007,195.6,Oregon,Flooring,Decking board,Known Treatment Recorded,Fair,Critical Information Missing,No,No,Rustic,Rustic,Board Feedstock,Output,2025-03-15
M00237,B007,58.4,Cypress Pine,Flooring,Floor board,Adhesive / Composite Concern,Good,Complete,No,No,Rustic,Rustic,Board Feedstock,Output,2025-03-15
M00238,B007,1314.0,Messmate,Structural Member,Purlin,Known Treatment Recorded,Poor,Partial,No,No,Rustic,Feedstock,Board Feedstock,Output,2025-03-15
M00239,B007,1847.9,Spotted Gum,Beam,Roof beam,No Treatment Recorded,Fair,Complete,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-03-15
M00240,B007,56.1,Cypress Pine,Board,Fence palings,No Treatment Recorded,Fair,Complete,Yes,No,Feedstock,Feedstock,Board Feedstock,Output,2025-03-15
M00241,B007,1351.8,Cypress Pine,Beam,Portal frame member,Surface Coating Recorded,Good,Partial,Yes,No,Feedstock,Feedstock,Board Feedstock,Output,2025-03-15
M00242,B007,1928.7,Unknown / Mixed,Beam,Roof beam,Surface Coating Recorded,Fair,Complete,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-03-15
M00243,B007,102.6,Messmate,Board,Dunnage,No Treatment Recorded,Good,Complete,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-03-15
M00244,B007,818.9,Sydney Blue Gum,Beam,Roof beam,No Treatment Recorded,Good,Partial,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-03-15
M00245,B007,754.0,Blackbutt,Flooring,Floor board,Surface Coating Recorded,Fair,Complete,Yes,Yes,Feedstock,Feedstock,Special Handling,Output,2025-03-15
M00246,B007,1468.0,Mixed Hardwood,Flooring,Decking board,Known Treatment Recorded,Severely Degraded,Partial,Yes,No,Feedstock,Feedstock,Residual / Disposal,Output,2025-03-15
M00247,B008,208.7,Unknown / Mixed,Board,Formwork board,Conflicting Record,Good,Complete,No,No,Premium,Premium,Higher-value Recovery,Output,2025-04-03
M00248,B008,1761.5,Oregon,Beam,Racking beam,Known Treatment Recorded,Poor,Complete,No,No,Premium,Premium,Higher-value Recovery,Output,2025-04-03
M00249,B008,1006.8,Unknown / Mixed,Structural Member,Roof rafter,No Treatment Recorded,Fair,Complete,No,No,Premium,Premium,Higher-value Recovery,Output,2025-04-03
M00250,B008,567.5,Mountain Ash,Cladding,Weatherboard,Known Treatment Recorded,Poor,Critical Information Missing,No,No,Character,Character,Higher-value Recovery,Output,2025-04-03
M00251,B008,1641.2,Sydney Blue Gum,Mixed Salvage,Assorted recovered timber,Known Treatment Recorded,Poor,Partial,No,No,Character,Character,Higher-value Recovery,Output,2025-04-03
M00252,B008,1410.2,Ironbark,Post,Fence post,Known Treatment Recorded,Good,Partial,No,No,Character,Character,Higher-value Recovery,Output,2025-04-03
M00253,B008,649.4,Unknown / Mixed,Board,Fence palings,Known Treatment Recorded,Good,Complete,No,No,Character,Character,Higher-value Recovery,Output,2025-04-03
M00254,B008,285.7,Unknown / Mixed,Flooring,Floor board,Adhesive / Composite Concern,Fair,Critical Information Missing,Yes,No,Character,Character,Higher-value Recovery,Output,2025-04-03
M00255,B008,249.0,Sydney Blue Gum,Beam,Floor joist,Adhesive / Composite Concern,Severely Degraded,Complete,Yes,Yes,Character,Character,Special Handling,Output,2025-04-03
M00256,B008,582.0,Mountain Ash,Mixed Salvage,Mixed salvage lot,No Treatment Recorded,Poor,Complete,No,No,Character,Rustic,Board Feedstock,Output,2025-04-03
M00257,B008,1021.0,Unknown / Mixed,Board,Formwork board,Surface Coating Recorded,Fair,Complete,No,No,Rustic,Rustic,Board Feedstock,Output,2025-04-03
M00258,B008,729.4,Cypress Pine,Board,Sawn board,No Treatment Recorded,Good,Critical Information Missing,No,No,Rustic,Rustic,Board Feedstock,Output,2025-04-03
M00259,B008,748.6,Radiata Pine,Flooring,Floor board,Adhesive / Composite Concern,Good,Complete,No,No,Rustic,Rustic,Board Feedstock,Output,2025-04-03
M00260,B008,2093.6,Mixed Hardwood,Other,Miscellaneous timber,Surface Coating Recorded,Fair,Complete,No,No,Rustic,Rustic,Board Feedstock,Output,2025-04-03
M00261,B008,855.7,Oregon,Board,Dunnage,Known Treatment Recorded,Good,Partial,No,No,Rustic,Rustic,Board Feedstock,Output,2025-04-03
M00262,B008,985.7,Sydney Blue Gum,Board,Fence palings,No Treatment Recorded,Severely Degraded,Partial,Yes,No,Rustic,Rustic,Board Feedstock,Output,2025-04-03
M00263,B008,691.0,Oregon,Structural Member,Roof rafter,No Treatment Recorded,Poor,Partial,No,No,Rustic,Feedstock,Board Feedstock,Output,2025-04-03
M00264,B008,262.3,Radiata Pine,Board,Dunnage,No Treatment Recorded,Good,Critical Information Missing,Yes,No,Feedstock,Feedstock,Board Feedstock,Output,2025-04-03
M00265,B008,265.2,Mountain Ash,Board,Formwork board,No Treatment Recorded,Poor,Complete,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-04-03
M00266,B008,406.3,Radiata Pine,Mixed Salvage,Assorted recovered timber,No Treatment Recorded,Fair,Complete,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-04-03
M00267,B008,1531.9,Cypress Pine,Beam,Floor joist,No Treatment Recorded,Poor,Partial,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-04-03
M00268,B008,1301.9,Radiata Pine,Post,Structural post,No Treatment Recorded,Fair,Critical Information Missing,Yes,No,Feedstock,Feedstock,Board Feedstock,Output,2025-04-03
M00269,B008,267.1,Blackbutt,Board,Dunnage,Unknown,Fair,Partial,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-04-03
M00270,B008,671.4,Messmate,Mixed Salvage,Mixed salvage lot,No Treatment Recorded,Good,Complete,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-04-03
M00271,B008,2926.2,Unknown / Mixed,Beam,Roof beam,Known Treatment Recorded,Good,Critical Information Missing,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-04-03
M00272,B008,1014.7,Unknown / Mixed,Post,Structural post,No Treatment Recorded,Fair,Complete,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-04-03
M00273,B008,440.0,Cypress Pine,Beam,Roof beam,Surface Coating Recorded,Severely Degraded,Complete,Yes,Yes,Feedstock,Feedstock,Special Handling,Output,2025-04-03
M00274,B008,926.0,Unknown / Mixed,Board,Sawn board,Conflicting Record,Severely Degraded,Complete,Yes,No,Feedstock,Feedstock,Residual / Disposal,Output,2025-04-03
M00275,B009,1095.1,Mountain Ash,Structural Member,Truss member,No Treatment Recorded,Fair,Complete,No,No,Premium,Premium,Higher-value Recovery,Output,2025-04-11
M00276,B009,1136.9,Unknown / Mixed,Structural Member,Roof rafter,Adhesive / Composite Concern,Good,Complete,No,No,Premium,Premium,Higher-value Recovery,Output,2025-04-11
M00277,B009,1524.4,Ironbark,Post,Fence post,No Treatment Recorded,Fair,Complete,No,No,Character,Character,Higher-value Recovery,Output,2025-04-11
M00278,B009,1401.8,Messmate,Post,Verandah post,No Treatment Recorded,Fair,Complete,No,No,Character,Character,Higher-value Recovery,Output,2025-04-11
M00279,B009,115.8,Radiata Pine,Board,Fence palings,No Treatment Recorded,Fair,Partial,No,No,Character,Character,Higher-value Recovery,Output,2025-04-11
M00280,B009,559.0,Radiata Pine,Mixed Salvage,Assorted recovered timber,Adhesive / Composite Concern,Poor,Complete,Yes,Yes,Character,Character,Special Handling,Output,2025-04-11
M00281,B009,176.5,Ironbark,Board,Dunnage,No Treatment Recorded,Poor,Partial,No,No,Character,Rustic,Board Feedstock,Output,2025-04-11
M00282,B009,1567.5,Sydney Blue Gum,Beam,Portal frame member,Conflicting Record,Poor,Partial,Yes,No,Character,Rustic,Board Feedstock,Output,2025-04-11
M00283,B009,372.2,Unknown / Mixed,Mixed Salvage,Mixed salvage lot,Surface Coating Recorded,Good,Complete,No,No,Rustic,Rustic,Board Feedstock,Output,2025-04-11
M00284,B009,960.4,Sydney Blue Gum,Other,Joinery offcut,No Treatment Recorded,Poor,Complete,No,No,Rustic,Rustic,Board Feedstock,Output,2025-04-11
M00285,B009,1619.4,Oregon,Post,Verandah post,Surface Coating Recorded,Fair,Complete,No,No,Rustic,Rustic,Board Feedstock,Output,2025-04-11
M00286,B009,1988.6,Spotted Gum,Beam,Racking beam,Unknown,Poor,Partial,Yes,No,Rustic,Feedstock,Board Feedstock,Output,2025-04-11
M00287,B009,82.4,Messmate,Cladding,Cladding panel,Adhesive / Composite Concern,Poor,Complete,No,No,Rustic,Feedstock,Board Feedstock,Output,2025-04-11
M00288,B009,2260.2,Radiata Pine,Structural Member,Purlin,Adhesive / Composite Concern,Fair,Complete,Yes,No,Feedstock,Feedstock,Board Feedstock,Output,2025-04-11
M00289,B009,364.9,Mixed Hardwood,Flooring,Flooring strip,Conflicting Record,Good,Complete,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-04-11
M00290,B009,809.3,Mountain Ash,Mixed Salvage,Mixed salvage lot,Conflicting Record,Fair,Partial,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-04-11
M00291,B009,448.6,Radiata Pine,Board,Fence palings,Unknown,Severely Degraded,Complete,Yes,No,Feedstock,Feedstock,Board Feedstock,Output,2025-04-11
M00292,B009,1056.0,Sydney Blue Gum,Post,Fence post,Known Treatment Recorded,Poor,Complete,Yes,Yes,Feedstock,Feedstock,Special Handling,Output,2025-04-11
M00293,B009,532.4,Cypress Pine,Flooring,Floor board,Adhesive / Composite Concern,Severely Degraded,Complete,Yes,No,Feedstock,Feedstock,Residual / Disposal,Output,2025-04-11
